school_name,meal_date,score,summary,dish_count,dishes
新北市板橋區中山國中,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣，營養均衡度較高。亮點包含多種全谷物主食、清淡滷味滷香百頁、豐富蛋白質與纖維的麻油雞、多種原型葉菜清燙保留纖維與礦物質、營養豐富的肉骨茶湯等。隱憂為部分菜餚如豉汁燒豬、結菜黑輪、蔬燒豆腐等，可能因為重油糖或高加工度而導致鈉、油脂偏高。整體屬於營養均衡且多樣的一餐，建議減少高加工度與高油脂的菜餚。,18,"[""豉汁燒豬"", ""麻油雞"", ""白飯"", ""紫米飯"", ""木耳結頭"", ""番茄蛋豆腐"", ""結菜黑輪"", ""肉骨茶湯"", ""酸菜肉絲湯"", ""有機小芥菜"", ""滷香百頁(素)"", ""小米飯(素)"", ""履歷油麥菜(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""履歷萵苣油麥菜"", ""茄汁鴿蛋"", ""蔬燒豆腐(素)""]"
新北市板橋區中山國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為糙米飯提供纖維與礦物質，有機高麗菜清燙保留營養，優酪乳補充鈣質。隱憂為鐵板肉丁缺乏明確烹飪手法評估，彩燴炒蛋加入高加工冷凍食材，黃瓜丸子湯蛋白來源加工度較高，建議增加新鮮食材與清淡烹飪手法。整體屬偏健康的一餐，但仍需注意加工食材的攝入。,6,"[""糙米飯"", ""鐵板肉丁"", ""彩燴炒蛋"", ""黃瓜丸子湯"", ""有機高麗菜"", ""優酪乳""]"
新北市板橋區信義國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為多道菜餚使用清淡滷味或清燙，保留營養成分，例如滷香百頁、麻油鮮魚、哨子豆腐、扁豆蔬菜湯、有機小芥菜等，提供豐富的纖維、蛋白質與礦物質。隱憂為白飯缺乏蛋白質與纖維，酸菜肉絲湯中的酸菜高鈉，腐皮白菜的油片絲加工度較高。整體屬均衡偏健康的一餐，建議減少高鈉食材的使用，增加全谷物的比例。,13,"[""白飯"", ""酸菜肉絲湯"", ""有機小芥菜"", ""滷香百頁(素)"", ""小米飯(素)"", ""哨子豆腐(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""泰式打拋鴿蛋"", ""麻油鮮魚"", ""結菜鮮蔬"", ""有機小芥菜(素)"", ""小番茄""]"
新北市板橋區光復高中,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣，營養均衡。亮點為多道菜肴使用清淡手法，搭配優質蛋白、纖維與蔬菜，特別是履歷油麥菜、玉米蛋花湯等保留了豐富的纖維與礦物質。然而，隱憂為部分菜肴如結菜黑輪、綜合關東煮等加工食材較多，高鈉與高加工度的食材可能會對健康造成影響。整體而言，本餐仍屬於均衡且清淡的一餐，但建議減少高加工食材的使用。,17,"[""麻油雞"", ""白飯"", ""結菜黑輪"", ""酸菜肉絲湯"", ""滷香百頁(素)"", ""小米飯(素)"", ""哨子豆腐(素)"", ""履歷油麥菜(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""履歷油麥菜"", ""泰式打拋鴿蛋"", ""豆瓣鮮魚(非基改)"", ""綜合關東煮"", ""鄉村粉絲"", ""玉米蛋花湯(非基改)"", ""油麥菜(履歷)""]"
新北市板橋區國光國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，但主食選用香Q米飯，缺乏蛋白與蔬菜。亮點為蠔油菇菇雞、毛豆炒乾丁提供豐富營養，韭香銀芽與履歷油麥菜清爽多樣，酸辣湯清煮保留營養。隱憂為主食單一、毛豆炒乾丁油量略高，建議增加全穀主食與控制油量。整體屬均衡的一餐，但仍有改善空間。,7,"[""香Q米飯"", ""毛豆炒乾丁"", ""韭香銀芽"", ""酸辣湯"", ""蠔油菇菇雞"", ""酸辣湯"", ""履歷油麥菜""]"
新北市板橋區埔墘國小,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣，營養均衡。亮點為多種全谷物主食、清淡滷味滷香百頁、豬肉搭配蔬菜的麻油雞、多道高纖維蔬菜副菜如哨子豆腐、扁豆蔬菜湯、有機小芥菜等。隱憂為部分菜餚如豉汁燒豬、結菜黑輪高鈉高油，建議減少攝取。整體屬均衡且多樣的一餐，搭配多種食材，營養豐富。,17,"[""豉汁燒豬"", ""麻油雞"", ""白飯"", ""紫米飯"", ""木耳結頭"", ""番茄蛋豆腐"", ""結菜黑輪"", ""肉骨茶湯"", ""酸菜肉絲湯"", ""有機小芥菜"", ""滷香百頁(素)"", ""小米飯(素)"", ""哨子豆腐(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""泰式打拋鴿蛋"", ""有機小芥菜(素)""]"
新北市板橋區大觀國中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與副菜齊全，但主食選用純粹白米，纖維與營養素較低。亮點為小芥菜清燙保留纖維與礦物質，白菜蕃茄湯營養保留度佳，脆炒豆芽保留蔬菜纖維。隱憂為蠔油蔥燒雞與榨菜炒干片可能添加過多油鹽，主菜雞肉雖優質但熱量偏高，榨菜高鈉。整體屬一般均衡的一餐，建議增加全穀主食與控制油鹽使用。,6,"[""蠔油蔥燒雞0331"", ""白飯0331"", ""榨菜炒干片0331"", ""脆炒豆芽0331"", ""白菜蕃茄湯0331"", ""小芥菜0331""]"
新北市板橋區大觀國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，但主食選用白米，纖維略低。亮點為清燙小芥菜與白菜蕃茄湯保留纖維與礦物質，脆炒豆芽與香蕉提供植物性營養。隱憂為蠔油蔥燒雞與榨菜炒干片可能添加過多油鹽，高鈉與熱量偏高；建議減少炒製與添加調味料，增加清淡烹調比例。整體屬一般均衡的一餐。,7,"[""香蕉"", ""蠔油蔥燒雞0331"", ""白飯0331"", ""榨菜炒干片0331"", ""脆炒豆芽0331"", ""白菜蕃茄湯0331"", ""小芥菜0331""]"
新北市板橋區實踐國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為燕麥飯提供全穀纖維，家常鮮瓜、日式佃煮與燙小芥菜保留蔬菜營養，小魚味噌湯清淡，茂谷柑提供原型水果營養。隱憂為沙嗲嫩雞皮下脂肪偏高，建議適量控制肉類攝取。整體屬均衡偏健康的一餐。,7,"[""有機小芥菜"", ""茂谷柑"", ""燕麥飯"", ""沙嗲嫩雞"", ""家常鮮瓜"", ""日式佃煮"", ""小魚味噌湯""]"
新北市板橋區後埔國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為燕麥飯提供全穀纖維，家常鮮瓜、日式佃煮與燙小芥菜保留蔬菜營養，茂谷柑提供原型水果的營養。沙嗲嫩雞雖有皮下脂肪，但仍搭配蔬菜。隱憂為沙嗲嫩雞的脂肪含量偏高，建議適量控制。整體屬均衡偏健康的一餐。,7,"[""有機小芥菜"", ""茂谷柑"", ""燕麥飯"", ""沙嗲嫩雞"", ""家常鮮瓜"", ""日式佃煮"", ""小魚味噌湯""]"
新北市板橋區忠孝國中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與副菜齊全，搭配均衡。亮點為燕麥飯提供全穀纖維，家常鮮瓜、日式佃煮與燙小芥菜清淡保留蔬菜營養，小魚味噌湯清淡富含海鮮營養。隱憂為沙嗲嫩雞雖搭蔬菜，但皮下脂肪略高，建議適量控制。整體屬均衡且清淡的一餐，營養豐富，值得肯定。,6,"[""有機小芥菜"", ""燕麥飯"", ""沙嗲嫩雞"", ""家常鮮瓜"", ""日式佃煮"", ""小魚味噌湯""]"
新北市板橋區文德國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與附餐齊全，搭配較為均衡。亮點為多道蔬菜清淡烹調，如有機小芥菜、紅片花椰、韭香豆芽等，提供豐富纖維與礦物質；南瓜豆腐蛋與薑絲海芽湯等菜餚營養豐富。隱憂為部分主食如白飯營養較低，主菜如鹽酥雞與壽喜燒油脂偏高，副菜如芋泥包為冷凍預製食物，營養價值較低。整體屬偏健康的一餐，但建議減少高油、高鹽食物，增加全穀與新鮮蔬菜的比例。,12,"[""白飯"", ""壽喜燒"", ""南瓜豆腐蛋"", ""紅片花椰"", ""薑絲海芽湯"", ""有機小芥菜"", ""酸辣湯"", ""酸辣湯"", ""韭香豆芽"", ""鹽酥雞"", ""青醬洋菇螺旋麵"", ""芋泥包""]"
新北市板橋區文聖國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與副菜齊全，但主食選用白飯，缺乏蛋白質與纖維。亮點為多道蔬菜清燙或清炒，保留營養，如有機小芥菜、紅片花椰、薑絲海芽湯等。隱憂為部分菜餚如壽喜燒、鐵板素雞加工度較高或油脂偏高，蜜汁地瓜添加糖分偏高，建議減少加工食品與添加糖分的菜餚。整體屬均衡但可再精進的一餐。,12,"[""白飯"", ""壽喜燒"", ""年糕凍腐(素)"", ""南瓜豆腐蛋"", ""紅片花椰"", ""薑絲海芽湯(素)"", ""蜜汁地瓜(素)"", ""鐵板素雞(素)"", ""薑絲海芽湯"", ""有機小芥菜"", ""炒素齋(素)"", ""五香豆干(素)""]"
新北市板橋區新埔國中,2026-03-31,3,本餐主食以白飯為主，缺乏蛋白質與纖維，碳水化合物含量高。亮點包含彩椒干絲、洋芋肉醬、紫菜薑絲湯、萵苣油麥菜、紫菜蛋花湯與茂谷柑等菜餚，提供豐富的纖維、維生素、礦物質與蛋白質。然而，西芹炒素肚、虎皮炸蛋等菜餚加工度高、鈉糖偏高或油炸吸油，鹹酥雞缺烹飪手法資訊，難評估健康度。整體屬一般的餐次，建議減少高加工與油炸食物，增加全穀與清淡烹飪手法。,12,"[""白飯"", ""茂谷柑"", ""西芹炒素肚(素)"", ""鹹酥雞"", ""白飯(素)"", ""彩椒干絲(素)"", ""洋芋肉醬"", ""紫菜薑絲湯(素)"", ""虎皮炸蛋(素)"", ""鮑菇燴四季"", ""紫菜蛋花湯"", ""萵苣油麥菜""]"
新北市板橋區新埔國小,2026-03-31,3,本餐主食以白飯為主，缺乏蛋白質與纖維。亮點包含彩椒干絲、洋芋肉醬、紫菜薑絲湯、萵苣油麥菜與紫菜蛋花湯，提供豐富的蔬菜纖維、蛋白質與礦物質。然而，西芹炒素肚與虎皮炸蛋的加工度與油炸手法使得鈉與油脂偏高，鹹酥雞缺乏烹飪手法資訊，肉醬與燴製手法也使得油鹽偏高。整體屬一般的餐次，建議增加全穀主食、減少油炸與高加工食品的攝入。,11,"[""白飯"", ""西芹炒素肚(素)"", ""鹹酥雞"", ""白飯(素)"", ""彩椒干絲(素)"", ""洋芋肉醬"", ""紫菜薑絲湯(素)"", ""虎皮炸蛋(素)"", ""鮑菇燴四季"", ""紫菜蛋花湯"", ""萵苣油麥菜""]"
新北市板橋區板橋國中,2026-03-31,4,本餐主食選用高加工海苔香鬆飯，營養成分不均衡，主菜炸豬排雖有優質蛋白但熱量偏高。亮點為奶醬地瓜提供豐富纖維，小芥菜清燙保留營養，紫菜蛋花湯清煮保留高纖維與蛋白。隱憂為主食與主菜選擇不佳，高加工與油炸手法使熱量與油脂偏高，建議增加全穀主食與清淡烹調手法。整體屬一般健康的一餐，需改善主食與主菜的選擇。,7,"[""小芥菜"", ""炸豬排"", ""海苔香鬆飯"", ""奶醬地瓜"", ""蒜炒高麗"", ""紫菜蛋花湯"", ""紫菜蛋花湯""]"
新北市板橋區板橋國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，但主食選用高加工海苔香鬆搭配白飯，營養成分不均衡，主菜炸豬排則因油炸導致熱量偏高。亮點為奶醬地瓜提供豐富纖維，小芥菜清燙保留營養，紫菜蛋花湯清煮保留營養，茂谷柑提供原型水果的營養。隱憂為主菜與部分副菜的烹調手法，建議減少油炸頻率，改以清燙或涼拌等健康手法。整體屬一般健康的一餐，需稍微調整主食與主菜的選擇。,7,"[""茂谷柑"", ""小芥菜"", ""炸豬排"", ""海苔香鬆飯"", ""奶醬地瓜"", ""蒜炒高麗"", ""紫菜蛋花湯""]"
新北市板橋區板橋高中,2026-03-31,3,本餐主食選用白米飯，清淡烹飪，但主菜類多樣性不足，且多為高脂肉類或加工肉品，熱量偏高，油脂含量豐富。亮點為油菜、荷包蛋、高麗菜等副菜保留營養，蛋白質豐富。隱憂為多道菜肴使用高油手法，熱量與油脂明顯偏高，缺乏蔬菜搭配，鈉與糖可能略高。整體屬高熱量、高脂肪的偏不健康餐次，建議增加蔬菜類別、減少油炸頻率和選用低脂肉類。,15,"[""卡拉雞排"", ""浦燒魚"", ""烤肉"", ""焢肉"", ""蒜泥白肉"", ""蜜汁雞腿"", ""豬排"", ""起司肉排"", ""雞排"", ""白米飯"", ""冬粉"", ""油菜"", ""炸地瓜"", ""荷包蛋"", ""高麗菜""]"
新北市板橋區江翠國中,2026-03-31,3,本餐主食、主菜、蔬菜、湯品與水果齊全，但營養均衡度尚可改善。亮點為有機小芥菜清燙保留纖維與礦物質，海結玉米湯富含纖維與礦物質。然而，主食白飯缺乏蛋白質與纖維，主菜炸豬排油炸熱量高，副菜筍香肉絲炒蛋雖然豐富蛋白質但肉絲加工度較高，附餐草莓夾心麵包高糖高澱粉營養價值偏低。整體屬一般的餐次，建議增加全穀主食、減少油炸與高糖食物。,6,"[""白飯"", ""炸豬排"", ""筍香肉絲炒蛋"", ""海結玉米湯"", ""有機小芥菜(有機)"", ""草莓夾心麵包""]"
新北市板橋區江翠國小,2026-03-31,3,本餐主食、主菜、蔬菜、湯品與水果齊全，但營養均衡度有待提升。亮點為有機小芥菜清燙保留纖維與礦物質，海結玉米湯富含纖維與礦物質。然而，主食白飯缺乏蛋白質與纖維，主菜炸豬排油炸熱量高，副菜筍香肉絲炒蛋雖有竹筍與蛋白質，但肉絲加工度較高，附餐草莓夾心麵包高糖高澱粉，營養價值偏低。整體屬一般的一餐，建議增加全穀主食、減少油炸與高糖食物。,6,"[""白飯"", ""炸豬排"", ""筍香肉絲炒蛋"", ""海結玉米湯"", ""有機小芥菜(有機)"", ""草莓夾心麵包""]"
新北市板橋區沙崙國小,2026-03-31,4,本餐主食雖然有多種選擇，但白飯和素白飯營養價值較低，缺乏蛋白質和纖維。亮點包含紫米飯保留纖維、素沙茶粉絲清淡低油、木耳結頭和有機小芥菜提供豐富纖維和礦物質、肉骨茶湯營養豐富且低鈉。隱憂為豉汁燒豬和結菜黑輪高加工高鈉，部分菜餚如素番茄油豆腐和結菜黑輪加工度較高，營養平衡度尚可。整體屬於營養較為均衡的一餐，但仍需要注意控制高加工和高鈉食物的攝入。,16,"[""素沙茶粉絲"", ""素番茄油豆腐"", ""素芹炒木耳"", ""豉汁燒豬"", ""麻油雞"", ""白飯"", ""紫米飯"", ""木耳結頭"", ""番茄蛋豆腐"", ""素鮮蔬薏仁湯"", ""結菜黑輪"", ""蒸蛋"", ""肉骨茶湯"", ""酸菜肉絲湯"", ""有機小芥菜"", ""素白飯""]"
新北市板橋區海山國小,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為多種蔬菜豐富纖維與礦物質，搭配豆製品與天然木耳提供蛋白質與纖維；百香果、香蕉等水果提供天然維生素與礦物質。隱憂為部分主菜如奶滋可樂餅、蘋果酥捲等加工食品營養價值低，油炸與高加工食品如海苔香鬆蓋飯、芋泥包等鈉與糖可能偏高，建議減少加工食品與油炸頻率。整體屬較為均衡的一餐，但仍需注意加工食品與油炸的攝入。,21,"[""香蕉"", ""小米飯(素)"", ""哨子豆腐(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""有機小芥菜(素)"", ""有機小芥菜"", ""結菜鮮蔬(蔬)"", ""木耳炒蛋"", ""泰式鮮茄鴿蛋(蔬)"", ""滷香黑干(素)"", ""酸辣湯"", ""百香果"", ""青醬洋菇螺旋麵"", ""芋泥包"", ""奶滋可樂餅(蔬)"", ""蘋果酥捲(素)"", ""海苔香鬆蓋飯(蔬)"", ""塔香海帶(素)"", ""清炒佛手瓜"", ""什錦木耳湯(蔬)A""]"
新北市板橋區海山高中,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣，營養均衡度佳。亮點包含多種全穀類主食、小米飯與白米混煮、履歷油麥菜等蔬菜清燙保留纖維與礦物質、扁豆蔬菜湯與綠豆米苔目等湯品提供豐富纖維與蛋白質。隱憂為部分主菜如京醬肉柳與麻油雞缺乏烹飪手法資訊，部分副菜如醬燒豆包與泰式打拋炒蛋可能鈉糖略高或油量偏多。整體屬均衡且多樣的一餐，建議注意少數菜餚的調味與烹飪手法。,26,"[""麻油雞"", ""白飯"", ""壽喜燒"", ""紅片花椰"", ""蜜汁地瓜(素)"", ""鐵板素雞(素)"", ""滷香百頁(素)"", ""小米飯(素)"", ""哨子豆腐(素)"", ""履歷油麥菜(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""履歷油麥菜"", ""鄉村粉絲"", ""結菜鮮蔬"", ""京醬肉柳"", ""泰式打拋炒蛋"", ""雞蛋豆腐煲"", ""鮮菇黑干(蔬)"", ""油麥菜"", ""小米飯"", ""油麥菜(履歷)"", ""茶碗蒸"", ""醬燒豆包X1(非基改)"", ""(熱)綠豆米苔目"", ""綠豆米苔目""]"
新北市板橋區溪崑國中,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品類別齊全，營養均衡度佳。亮點包含多道清淡蔬菜菜肴如履歷油麥菜、素芹炒木耳等，保留纖維與礦物質；肉骨茶湯與酸菜肉絲湯提供豐富營養。隱憂為部分主食如白飯、素白飯缺乏蛋白質與纖維，結菜黑輪高加工高鈉，建議增加全穀主食與減少高加工食品的比例。整體屬均衡且清淡的一餐。,17,"[""素沙茶粉絲"", ""素番茄油豆腐"", ""素芹炒木耳"", ""麻油雞"", ""白飯"", ""紫米飯"", ""木耳結頭"", ""番茄蛋豆腐"", ""素鮮蔬薏仁湯"", ""結菜黑輪"", ""肉骨茶湯"", ""酸菜肉絲湯"", ""履歷油麥菜"", ""泰式打拋鴿蛋"", ""素白飯"", ""履歷萵苣油麥菜"", ""海苔豬排0T""]"
新北市板橋區溪洲國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為燕麥飯提供全穀纖維，鐵板豬柳搭配蔬菜，什錦冬粉多種蔬菜營養豐富，有機小白菜清燙保留纖維與礦物質，蘋果提供新鮮水果纖維與抗氧化劑。隱憂為鐵板豬柳缺乏明確烹飪手法，什錦冬粉碳水化合物偏高，蘿蔔香菇湯中的魚丸加工度高。整體屬均衡偏健康的一餐。,6,"[""蘋果"", ""燕麥飯"", ""鐵板豬柳"", ""什錦冬粉"", ""蘿蔔香菇湯"", ""有機小白菜""]"
新北市板橋區私立光仁高中,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為迷迭香雞丁與五更鴨血提供豐富蛋白質與鐵質，小蕃茄新鮮營養豐富，蒜炒油麥菜保留纖維。隱憂為主食選用白米飯，熱量來源單一，缺乏全穀的纖維；日式蒸蛋與羅宋湯的鈉含量略高，蒜炒油麥菜的炒製略高油。整體屬均衡偏健康的一餐。,7,"[""小蕃茄"", ""白米飯"", ""迷迭香雞丁"", ""五更鴨血"", ""日式蒸蛋"", ""羅宋湯"", ""蒜炒油麥菜""]"
新北市板橋區莒光國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配均衡。亮點為多樣的全谷物主食、蛋白質豐富的木耳炒蛋、營養豐富的鮮菇黑干、多種蔬菜搭配的副菜，以及清淡的什錦木耳湯和酸辣湯。另外，小蕃茄和棗子提供了天然的水果纖維與礦物質。隱憂為部分菜餚如木耳炒蛋和毛豆炒乾丁的油量略高，建議減少油量以保持均衡。整體屬均衡且豐富的一餐。,13,"[""有機小芥菜"", ""小米飯(蔬)"", ""結菜鮮蔬(蔬)"", ""什錦木耳湯(蔬)"", ""木耳炒蛋"", ""鮮菇黑干(蔬)"", ""毛豆炒乾丁"", ""韭香銀芽"", ""小蕃茄"", ""雜糧飯"", ""泰式鮮茄鴿蛋(蔬)"", ""酸辣湯"", ""棗子""]"
新北市板橋區重慶國中,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品多樣且豐富，營養均衡度佳。亮點包含多種全谷物小米、糙米、紫米飯提供纖維，多道蔬菜如履歷油麥菜、萵苣油麥菜等保留纖維與礦物質，肉骨茶湯與酸菜肉絲湯提供豐富營養。隱憂為部分菜餚如結菜黑輪、腐皮白菜等加工度較高，且酸菜肉絲湯可能鈉含量偏高。整體屬於均衡且多樣的一餐，但仍需注意加工食品與高鈉食材的攝取。,18,"[""麻油雞"", ""白飯"", ""紫米飯"", ""木耳結頭"", ""番茄蛋豆腐"", ""結菜黑輪"", ""蒸蛋"", ""肉骨茶湯"", ""酸菜肉絲湯"", ""滷香百頁(素)"", ""小米飯(素)"", ""哨子豆腐(素)"", ""履歷油麥菜(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""履歷油麥菜"", ""履歷萵苣油麥菜"", ""海苔豬排0T""]"
新北市板橋區重慶國小,2026-03-31,4,本餐主食、主菜、副菜、蔬菜、湯品與水果均有多樣選擇，整體營養均衡度較高。亮點包含多種全谷物主食、滷香百頁、麻油雞、哨子豆腐、扁豆蔬菜湯等，提供豐富的纖維、蛋白質與礦物質。然而，隱憂為豉汁燒豬與結菜黑輪高鈉高油，蜜棗與蜜棗李高糖熱量偏高，建議減少高糖高油食物的攝入，保持均衡的飲食習慣。,19,"[""豉汁燒豬"", ""麻油雞"", ""白飯"", ""紫米飯"", ""木耳結頭"", ""番茄蛋豆腐"", ""結菜黑輪"", ""肉骨茶湯"", ""酸菜肉絲湯"", ""有機小芥菜"", ""滷香百頁(素)"", ""小米飯(素)"", ""哨子豆腐(素)"", ""扁豆蔬菜湯(素)"", ""腐皮白菜(素)"", ""泰式打拋鴿蛋"", ""有機小芥菜(素)"", ""蜜棗"", ""蜜棗李""]"
新北市林口區佳林國中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與副菜齊全，搭配相當均衡。亮點為多道蔬菜清燙，保留纖維與礦物質，且有多種優質蛋白質來源如豆瓣鮮魚、南瓜豆腐蛋、玉米蛋花湯等。隱憂為主食選用白飯，缺乏纖維與蛋白質，部分菜餚如燒烤手法使油脂偏高，建議增加全穀主食並減少油炸頻率。整體屬均衡且營養豐富的一餐。,11,"[""白飯"", ""壽喜燒"", ""南瓜豆腐蛋"", ""紅片花椰"", ""薑絲海芽湯"", ""豆瓣鮮魚(非基改)"", ""鄉村粉絲"", ""玉米蛋花湯(非基改)"", ""蘿蔔油腐(非基改)"", ""油麥菜"", ""油麥菜(履歷)""]"
新北市林口區南勢國中,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與副菜齊全，搭配均衡。亮點為清燙油麥菜保留纖維與礦物質、玉米蛋花湯清淡營養豐富、豆瓣鮮魚搭配豆腐提供優質蛋白與植物蛋白。隱憂為主食白飯缺乏蛋白質與纖維，清炒粉絲雖營養豐富但炒製略失健康，建議增加全穀主食與清淡烹調。整體屬均衡偏健康的一餐。,6,"[""白飯"", ""豆瓣鮮魚(非基改)"", ""玉米蛋花湯(非基改)"", ""蘿蔔油腐(非基改)"", ""清炒粉絲"", ""油麥菜(履歷)""]"
新北市林口區南勢國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配相當均衡。亮點為滷豬排提供豐富蛋白質、素沙茶粉絲低熱量低油脂、素番茄油豆腐營養平衡、素芹炒木耳保留纖維與礦物質、番茄豆腐營養豐富、有機小芥菜清燙保留纖維與礦物質、西式濃湯營養保留度佳、綠葡萄富含纖維與抗氧化劑。隱憂為奶油義大利麵碳水化合物高、素白飯熱量來源單一、滷豬排鈉偏高、麥克雞塊II加工熱量高營養成分不佳，建議減少高加工食品與高鈉食物的攝入。整體屬於營養均衡但需注意加工食品攝入的一餐。,12,"[""素沙茶粉絲"", ""素番茄油豆腐"", ""素芹炒木耳"", ""素鮮蔬薏仁湯"", ""素白飯"", ""有機小芥菜"", ""綠葡萄"", ""番茄豆腐"", ""滷豬排0G"", ""奶油義大利麵"", ""麥克雞塊II"", ""西式濃湯""]"
新北市林口區嘉寶國小,2026-03-31,4,本餐主食、主蛋白、蔬菜、湯品與水果齊全，搭配均衡。亮點為五穀白米飯提供纖維與營養，履歷青江白菜清燙保留礦物質，小番茄新鮮營養豐富。隱憂為三杯雞與四神湯脂肪偏高，薯香肉絲肉質一般，建議減少油脂攝入與選用優質肉品。整體屬均衡偏健康的一餐。,6,"[""三杯雞(含堅果及魚類)"", ""五穀白米飯"", ""薯香肉絲"", ""四神湯(含堅果類)"", ""履歷青江白菜"", ""小番茄""]"
新北市林口區崇林國中,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與副菜齊全，搭配豐富。亮點為多道菜餚選用低熱量食材，且多樣化的蔬菜提供充足纖維與礦物質，如油麥菜、南瓜、紅片花椰等；豆瓣鮮魚、年糕凍腐等菜餚提供優質蛋白質。隱憂為主食白飯缺乏蛋白質與纖維，部分菜餚如蜜汁地瓜添加糖分偏高，鐵板素雞加工度較高，營養平衡度較差。整體屬均衡且營養豐富的一餐，但建議增加全穀主食並減少高加工與高糖分的食材。,15,"[""白飯"", ""壽喜燒"", ""年糕凍腐(素)"", ""南瓜豆腐蛋"", ""紅片花椰"", ""薑絲海芽湯(素)"", ""蜜汁地瓜(素)"", ""鐵板素雞(素)"", ""薑絲海芽湯"", ""鄉村粉絲"", ""玉米蛋花湯(非基改)"", ""蘿蔔油腐(非基改)"", ""油麥菜"", ""油麥菜(履歷)"", ""豆瓣鮮魚)非基改""]"
新北市林口區新林國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，搭配較為均衡。亮點為有機小芥菜清燙、肉骨茶湯清煮提供豐富營養、紅葡萄提供抗氧化劑與纖維。然而，隱憂為麥克雞塊加工度高熱量高，奶油義大利麵碳水化合物高，滷豬排鈉偏高，素白飯熱量來源單一。整體屬偏健康的一餐，但仍需注意高加工食品與高鈉食材的攝取。,12,"[""素沙茶粉絲"", ""素番茄油豆腐"", ""素芹炒木耳"", ""素鮮蔬薏仁湯"", ""肉骨茶湯"", ""素白飯"", ""有機小芥菜"", ""番茄豆腐"", ""滷豬排0G"", ""奶油義大利麵"", ""麥克雞塊II"", ""紅葡萄""]"
新北市林口區東湖國小,2026-03-31,4,本餐主食、主菜、蔬菜、湯品與水果齊全，但主食選用白飯，缺乏蛋白質與纖維。亮點為有機小芥菜清燙、南瓜豆腐蛋營養豐富、紅片花椰新鮮、薑絲海芽湯低熱量且富含礦物質、桶柑提供新鮮水果纖維與維生素。隱憂為主菜壽喜燒油脂偏高、鐵板素雞加工度高且營養平衡度較差、蜜汁地瓜添加糖分偏高。整體屬於營養豐富但需注意油脂與糖分控制的一餐。,11,"[""白飯"", ""壽喜燒"", ""年糕凍腐(素)"", ""南瓜豆腐蛋"", ""紅片花椰"", ""薑絲海芽湯(素)"", ""蜜汁地瓜(素)"", ""鐵板素雞(素)"", ""薑絲海芽湯"", ""有機小芥菜"", ""桶柑""]"
